Team,Power Level,
Extra team 21473,26.91,
Extra team 21474,62.73,
Extra team 21475,19.65,
Extra team 21476,60.99,
Extra team 21477,50.52,
Extra team 21478,58.92,
Extra team 21479,13.25,
Extra team 21480,17.5,
Extra team 21481,75.79,
Extra team 21482,54.33,
Extra team 21483,27.78,
Extra team 21484,56.39,
Extra team 21485,10.47,
Extra team 21486,71.61,
Extra team 21487,30.55,
Extra team 21488,37.05,
Extra team 21489,11.67,
Extra team 21490,21.77,
Extra team 21491,64.35,
Extra team 21492,44.46,
Extra team 21493,43.68,
Extra team 21494,67.73,
Extra team 21495,76.3,
Extra team 21496,89.35,
Extra team 21497,43.73,
Extra team 21498,68.73,
Extra team 21499,73.42,
Extra team 21500,31.68,
Extra team 21501,37.4,
Extra team 21502,65.32,
Extra team 21503,16.89,
Extra team 21504,50.62,
Extra team 21505,18.77,
Extra team 21506,91.88,
Extra team 21507,34.68,
Extra team 21508,15.85,
Extra team 21509,62.61,
Extra team 21510,76.54,
Extra team 21511,89.86,
Extra team 21512,9.36,
Extra team 21513,12.34,
Extra team 21514,27.88,
Extra team 21515,12.58,
Extra team 21516,6.1,
Extra team 21517,66.01,
Extra team 21518,13.7,
Extra team 21519,82.15,
Extra team 21520,10.76,
Extra team 21521,53.58,
Extra team 21522,97.15,
Extra team 21523,80.79,
Extra team 21524,6.27,
Extra team 21525,36.08,
Extra team 21526,68.86,
Extra team 21527,0.59,
Extra team 21528,37.24,
Extra team 21529,84.8,
Extra team 21530,77.42,
Extra team 21531,74.61,
Extra team 21532,98.86,
Extra team 21533,41.51,
Extra team 21534,69.89,
Extra team 21535,2.35,
Extra team 21536,71.68,
Extra team 21537,60.15,
Extra team 21538,96.2,
Extra team 21539,6.1,
Extra team 21540,88.5,
Extra team 21541,47.33,
Extra team 21542,10.7,
Extra team 21543,97.24,
Extra team 21544,63.51,
Extra team 21545,19.95,
Extra team 21546,33.21,
Extra team 21547,39.59,
Extra team 21548,86.74,
Extra team 21549,51.73,
Extra team 21550,37.07,
Extra team 21551,67.59,
Extra team 21552,12.24,
Extra team 21553,51.48,
Extra team 21554,36.21,
Extra team 21555,80.8,
Extra team 21556,93.13,
Extra team 21557,61.29,
Extra team 21558,11.61,
Extra team 21559,51.87,
Extra team 21560,17.92,
Extra team 21561,5.53,
Extra team 21562,12.65,
Extra team 21563,39.97,
Extra team 21564,67.84,
Extra team 21565,75.65,
Extra team 21566,5.93,
Extra team 21567,9.79,
Extra team 21568,88.66,
Extra team 21569,80.3,
Extra team 21570,21.49,
Extra team 21571,89.78,
Extra team 21572,6.42,
Extra team 21573,98.72,
Extra team 21574,3.63,
Extra team 21575,80.95,
Extra team 21576,21.09,
Extra team 21577,42.73,
Extra team 21578,8.31,
Extra team 21579,97.79,
Extra team 21580,98.48,
Extra team 21581,60.79,
Extra team 21582,84.11,
Extra team 21583,48.56,
Extra team 21584,63.94,
Extra team 21585,87.66,
Extra team 21586,92.59,
Extra team 21587,98.85,
Extra team 21588,31.76,
Extra team 21589,22.3,
Extra team 21590,63.63,
Extra team 21591,83.12,
Extra team 21592,8.85,
Extra team 21593,93.11,
Extra team 21594,58.95,
Extra team 21595,86.18,
Extra team 21596,60.01,
Extra team 21597,33.15,
Extra team 21598,28.13,
Extra team 21599,77.41,
Extra team 21600,35.87,
Extra team 21601,61.17,
Extra team 21602,20.33,
Extra team 21603,1.1,
Extra team 21604,40.35,
Extra team 21605,33.45,
Extra team 21606,100,
Extra team 21607,73.88,
Extra team 21608,95.29,
Extra team 21609,56.65,
Extra team 21610,56.43,
Extra team 21611,6.73,
Extra team 21612,81.91,
Extra team 21613,10.48,
Extra team 21614,66.62,
Extra team 21615,17.94,
Extra team 21616,76.75,
Extra team 21617,96.91,
Extra team 21618,80.62,
Extra team 21619,80.77,
Extra team 21620,87.09,
Extra team 21621,80.62,
Extra team 21622,50.95,
Extra team 21623,85.32,
Extra team 21624,91.41,
Extra team 21625,67.68,
Extra team 21626,61.32,
Extra team 21627,0.24,
Extra team 21628,29.04,
Extra team 21629,89.82,
Extra team 21630,73.58,
Extra team 21631,58.42,
Extra team 21632,83.29,
Extra team 21633,83.9,
Extra team 21634,59.37,
Extra team 21635,44.83,
Extra team 21636,33.94,
Extra team 21637,36.02,
Extra team 21638,53.27,
Extra team 21639,80.24,
Extra team 21640,46.34,
Extra team 21641,3.83,
Extra team 21642,87.33,
Extra team 21643,67.75,
Extra team 21644,60.45,
Extra team 21645,86.99,
Extra team 21646,66.3,
Extra team 21647,77,
Extra team 21648,13.58,
Extra team 21649,23.84,
Extra team 21650,6.54,
Extra team 21651,9.79,
Extra team 21652,10.31,
Extra team 21653,36.56,
Extra team 21654,61.58,
Extra team 21655,97.69,
Extra team 21656,19.78,
Extra team 21657,71.87,
Extra team 21658,85.98,
Extra team 21659,38.58,
Extra team 21660,53.31,
Extra team 21661,81.16,
Extra team 21662,73.27,
Extra team 21663,61.84,
Extra team 21664,12.89,
Extra team 21665,86.13,
Extra team 21666,14.17,
Extra team 21667,27.4,
Extra team 21668,82.4,
Extra team 21669,56.73,
Extra team 21670,77.39,
Extra team 21671,6.87,
Extra team 21672,43.47,
Extra team 21673,44.73,
Extra team 21674,14.7,
Extra team 21675,89.07,
Extra team 21676,57.9,
Extra team 21677,82.93,
Extra team 21678,75.98,
Extra team 21679,42.21,
Extra team 21680,5.63,
Extra team 21681,39.66,
Extra team 21682,98.79,
Extra team 21683,83.49,
Extra team 21684,89.21,
Extra team 21685,49.56,
Extra team 21686,1.68,
Extra team 21687,98.89,
Extra team 21688,86.06,
Extra team 21689,53.52,
Extra team 21690,15.32,
Extra team 21691,16.39,
Extra team 21692,31.35,
Extra team 21693,36.27,
Extra team 21694,40.84,
Extra team 21695,46.55,
Extra team 21696,24.27,
Extra team 21697,39.31,
Extra team 21698,67.58,
Extra team 21699,85.91,
Extra team 21700,25.57,
Extra team 21701,73.26,
Extra team 21702,25.73,
Extra team 21703,27.7,
Extra team 21704,54.4,
Extra team 21705,33.97,
Extra team 21706,1.55,
Extra team 21707,69.43,
Extra team 21708,24.86,
Extra team 21709,15.74,
Extra team 21710,17.44,
Extra team 21711,17.48,
Extra team 21712,67.32,
Extra team 21713,31.09,
Extra team 21714,92.86,
Extra team 21715,74.74,
Extra team 21716,69.58,
Extra team 21717,6.66,
Extra team 21718,95.49,
Extra team 21719,14.81,
Extra team 21720,29.63,
Extra team 21721,34.15,
Extra team 21722,5.87,
Extra team 21723,65.96,
Extra team 21724,86.38,
Extra team 21725,35.94,
Extra team 21726,54.13,
Extra team 21727,76.03,
Extra team 21728,5.02,
Extra team 21729,3.41,
Extra team 21730,76,
Extra team 21731,88.93,
Extra team 21732,45.09,
Extra team 21733,21,
Extra team 21734,98.8,
Extra team 21735,3.32,
Extra team 21736,38.88,
Extra team 21737,84.64,
Extra team 21738,93.88,
Extra team 21739,70.25,
Extra team 21740,2.81,
Extra team 21741,47.86,
Extra team 21742,13.42,
Extra team 21743,23.37,
Extra team 21744,69.46,
Extra team 21745,9.08,
Extra team 21746,1.02,
Extra team 21747,86.66,
Extra team 21748,59.62,
Extra team 21749,67.71,
Extra team 21750,21.47,
Extra team 21751,97.74,
Extra team 21752,28.97,
Extra team 21753,20.44,
Extra team 21754,33.53,
Extra team 21755,67.7,
Extra team 21756,40.95,
Extra team 21757,33.85,
Extra team 21758,82.52,
Extra team 21759,84.74,
Extra team 21760,60.89,
Extra team 21761,47.29,
Extra team 21762,52.79,
Extra team 21763,38.5,
Extra team 21764,33.51,
Extra team 21765,97.94,
Extra team 21766,41.94,
Extra team 21767,35.53,
Extra team 21768,98.28,
Extra team 21769,56.1,
Extra team 21770,23.75,
Extra team 21771,84.97,
Extra team 21772,73.78,
Extra team 21773,26.09,
Extra team 21774,67.6,
Extra team 21775,31.49,
Extra team 21776,18.09,
Extra team 21777,79.13,
Extra team 21778,34.23,
Extra team 21779,62.07,
Extra team 21780,7.06,
Extra team 21781,74.98,
Extra team 21782,49.66,
Extra team 21783,50.41,
Extra team 21784,35.19,
Extra team 21785,54.53,
Extra team 21786,85.04,
Extra team 21787,31.66,
Extra team 21788,21,
Extra team 21789,82.64,
Extra team 21790,95.84,
Extra team 21791,57.13,
Extra team 21792,21.07,
Extra team 21793,90.64,
Extra team 21794,85.94,
Extra team 21795,36.7,
Extra team 21796,20.13,
Extra team 21797,93.87,
Extra team 21798,41.07,
Extra team 21799,37.7,
Extra team 21800,56.34,
Extra team 21801,78.18,
Extra team 21802,31.23,
Extra team 21803,47.58,
Extra team 21804,7.21,
Extra team 21805,82.8,
Extra team 21806,68.18,
Extra team 21807,33.95,
Extra team 21808,14.42,
Extra team 21809,2.03,
Extra team 21810,35.32,
Extra team 21811,48.43,
Extra team 21812,92.31,
Extra team 21813,42.52,
Extra team 21814,26.24,
Extra team 21815,5.79,
Extra team 21816,23.65,
Extra team 21817,72.48,
Extra team 21818,1.46,
Extra team 21819,22.87,
Extra team 21820,68.71,
Extra team 21821,7.66,
Extra team 21822,55,
Extra team 21823,16.5,
Extra team 21824,96.1,
Extra team 21825,27.99,
Extra team 21826,61.88,
Extra team 21827,90.17,
Extra team 21828,50.22,
Extra team 21829,97,
Extra team 21830,46.14,
Extra team 21831,97.49,
Extra team 21832,87.38,
Extra team 21833,69.67,
Extra team 21834,32.97,
Extra team 21835,19.22,
Extra team 21836,66.6,
Extra team 21837,8.79,
Extra team 21838,79.72,
Extra team 21839,42.45,
Extra team 21840,42.19,
Extra team 21841,78.2,
Extra team 21842,51,
Extra team 21843,35.54,
Extra team 21844,43.59,
Extra team 21845,70.99,
Extra team 21846,92.58,
Extra team 21847,99.71,
Extra team 21848,40.2,
Extra team 21849,89.76,
Extra team 21850,23.82,
Extra team 21851,54.87,
Extra team 21852,68.97,
Extra team 21853,17.1,
Extra team 21854,58.03,
Extra team 21855,22.8,
Extra team 21856,14.38,
Extra team 21857,49.69,
Extra team 21858,71.93,
Extra team 21859,92.89,
Extra team 21860,36.17,
Extra team 21861,64.69,
Extra team 21862,24.96,
Extra team 21863,5.82,
Extra team 21864,57.64,
Extra team 21865,46.22,
Extra team 21866,38.12,
Extra team 21867,63.41,
Extra team 21868,33.27,
Extra team 21869,96.18,
Extra team 21870,98.3,
Extra team 21871,30.99,
Extra team 21872,3.32,
Extra team 21873,52.9,
Extra team 21874,80.3,
Extra team 21875,46.48,
Extra team 21876,74.09,
Extra team 21877,26.4,
Extra team 21878,68.4,
Extra team 21879,25.98,
Extra team 21880,44.33,
Extra team 21881,6.97,
Extra team 21882,24.22,
Extra team 21883,33,
Extra team 21884,8.66,
Extra team 21885,39.96,
Extra team 21886,69.44,
Extra team 21887,30.69,
Extra team 21888,69.36,
Extra team 21889,57.44,
Extra team 21890,97.25,
Extra team 21891,27.19,
Extra team 21892,45.55,
Extra team 21893,67.3,
Extra team 21894,82.89,
Extra team 21895,94.19,
Extra team 21896,22.82,
Extra team 21897,88.84,
Extra team 21898,30.14,
Extra team 21899,11.49,
Extra team 21900,63.33,
Extra team 21901,99.4,
Extra team 21902,73.82,
Extra team 21903,72.16,
Extra team 21904,77.04,
Extra team 21905,65.4,
Extra team 21906,64.37,
Extra team 21907,96.04,
Extra team 21908,68.36,
Extra team 21909,6.27,
Extra team 21910,5.55,
Extra team 21911,41.72,
Extra team 21912,98.54,
Extra team 21913,66.47,
Extra team 21914,2.24,
Extra team 21915,23.75,
Extra team 21916,36.25,
Extra team 21917,8.93,
Extra team 21918,35.19,
Extra team 21919,71.4,
Extra team 21920,93.26,
Extra team 21921,94.67,
Extra team 21922,35.89,
Extra team 21923,6.48,
Extra team 21924,33.49,
Extra team 21925,56.83,
Extra team 21926,83.83,
Extra team 21927,9.65,
Extra team 21928,40.64,
Extra team 21929,27.68,
Extra team 21930,86.52,
Extra team 21931,15.6,
Extra team 21932,47.05,
Extra team 21933,76.89,
Extra team 21934,94.82,
Extra team 21935,27.95,
Extra team 21936,20.33,
Extra team 21937,46.22,
Extra team 21938,32.64,
Extra team 21939,69.45,
Extra team 21940,95.09,
Extra team 21941,89.5,
Extra team 21942,1.92,
Extra team 21943,14.18,
Extra team 21944,37.93,
Extra team 21945,50.76,
Extra team 21946,54.48,
Extra team 21947,97.45,
Extra team 21948,61.85,
Extra team 21949,79,
Extra team 21950,91.05,
Extra team 21951,38.54,
Extra team 21952,4.64,
Extra team 21953,42.35,
Extra team 21954,28.84,
Extra team 21955,8.98,
Extra team 21956,80.36,
Extra team 21957,39.77,
Extra team 21958,26.66,
Extra team 21959,37.54,
Extra team 21960,74.48,
Extra team 21961,71.3,
Extra team 21962,60.57,
Extra team 21963,81.61,
Extra team 21964,64.22,
Extra team 21965,47.33,
Extra team 21966,18.1,
Extra team 21967,2.51,
Extra team 21968,64.74,
Extra team 21969,48.76,
Extra team 21970,18.14,
Extra team 21971,98.25,
Extra team 21972,13.12,
Extra team 21973,58.52,
Extra team 21974,59.6,
Extra team 21975,97.73,
Extra team 21976,62.34,
Extra team 21977,33.68,
Extra team 21978,31.12,
Extra team 21979,82.36,
Extra team 21980,60.97,
Extra team 21981,39.75,
Extra team 21982,28.72,
Extra team 21983,83.33,
Extra team 21984,40.69,
Extra team 21985,74.86,
Extra team 21986,41.2,
Extra team 21987,77.08,
Extra team 21988,69.65,
Extra team 21989,70.07,
Extra team 21990,45.12,
Extra team 21991,60.19,
Extra team 21992,56.74,
Extra team 21993,26.38,
Extra team 21994,9.54,
Extra team 21995,64.2,
Extra team 21996,81,
Extra team 21997,61.4,
Extra team 21998,44.5,
Extra team 21999,0.49,
Extra team 22000,20.38,
Extra team 22001,85.14,
Extra team 22002,53.2,
Extra team 22003,84.2,
Extra team 22004,45.68,
Extra team 22005,42.76,
Extra team 22006,47.42,
Extra team 22007,91.17,
Extra team 22008,6.35,
Extra team 22009,76.09,
Extra team 22010,23.84,
Extra team 22011,9.36,
Extra team 22012,73.71,
Extra team 22013,95.36,
Extra team 22014,99.71,
Extra team 22015,22.82,
Extra team 22016,18.82,
Extra team 22017,25.82,
Extra team 22018,69.71,
Extra team 22019,5.14,
Extra team 22020,40.76,
Extra team 22021,95.99,
Extra team 22022,96.63,
Extra team 22023,86.36,
Extra team 22024,27.08,
Extra team 22025,27.02,
Extra team 22026,4.9,
Extra team 22027,34.65,
Extra team 22028,87.16,
Extra team 22029,54.57,
Extra team 22030,74.83,
Extra team 22031,52.45,
Extra team 22032,74.07,
Extra team 22033,28.26,
Extra team 22034,82.21,
Extra team 22035,12.97,
Extra team 22036,1.33,
Extra team 22037,67.77,
Extra team 22038,14.1,
Extra team 22039,67.59,
Extra team 22040,48.3,
Extra team 22041,90.92,
Extra team 22042,22.85,
Extra team 22043,93.5,
Extra team 22044,73.51,
Extra team 22045,19.83,
Extra team 22046,9.38,
Extra team 22047,95.17,
Extra team 22048,85.49,
Extra team 22049,28.98,
Extra team 22050,25.21,
Extra team 22051,72.04,
Extra team 22052,12.27,
Extra team 22053,39.04,
Extra team 22054,65.77,
Extra team 22055,34.23,
Extra team 22056,6.34,
Extra team 22057,19.56,
Extra team 22058,34.86,
Extra team 22059,66.97,
Extra team 22060,27.73,
Extra team 22061,9.18,
Extra team 22062,37.79,
Extra team 22063,41.61,
Extra team 22064,59.38,
Extra team 22065,50.35,
Extra team 22066,2.03,
Extra team 22067,27.74,
Extra team 22068,70.63,
Extra team 22069,7.35,
Extra team 22070,55.75,
Extra team 22071,70.4,
Extra team 22072,92.99,
Extra team 22073,54.8,
Extra team 22074,47.39,
Extra team 22075,46.51,
Extra team 22076,20.21,
Extra team 22077,28.05,
Extra team 22078,83.12,
Extra team 22079,90.93,
Extra team 22080,65.15,
Extra team 22081,59.8,
Extra team 22082,18.94,
Extra team 22083,36.49,
Extra team 22084,60.53,
Extra team 22085,32.67,
Extra team 22086,20.9,
Extra team 22087,22.41,
Extra team 22088,69.48,
Extra team 22089,49.16,
Extra team 22090,30.56,
Extra team 22091,99.05,
Extra team 22092,53.62,
Extra team 22093,12.08,
Extra team 22094,86.6,
Extra team 22095,24.89,
Extra team 22096,78.11,
Extra team 22097,71.22,
Extra team 22098,91.78,
Extra team 22099,11.36,
Extra team 22100,21.11,
Extra team 22101,61.05,
Extra team 22102,27.67,
Extra team 22103,25.77,
Extra team 22104,21.07,
Extra team 22105,47.86,
Extra team 22106,98.92,
Extra team 22107,46.53,
Extra team 22108,71.15,
Extra team 22109,17.65,
Extra team 22110,22.96,
Extra team 22111,92.13,
Extra team 22112,58.57,
Extra team 22113,87.55,
Extra team 22114,92.08,
Extra team 22115,73.47,
Extra team 22116,22.18,
Extra team 22117,24.31,
Extra team 22118,85.79,
Extra team 22119,55.71,
Extra team 22120,86.93,
Extra team 22121,47.89,
Extra team 22122,89.22,
Extra team 22123,47.67,
Extra team 22124,81.52,
Extra team 22125,85.4,
Extra team 22126,26.54,
Extra team 22127,80.44,
Extra team 22128,28.57,
Extra team 22129,13.33,
Extra team 22130,41.71,
Extra team 22131,83.96,
Extra team 22132,64.57,
Extra team 22133,56.46,
Extra team 22134,80,
Extra team 22135,43.54,
Extra team 22136,74.12,
Extra team 22137,4.19,
Extra team 22138,88.8,
Extra team 22139,17.32,
Extra team 22140,71.48,
Extra team 22141,65.37,
Extra team 22142,33.86,
Extra team 22143,87.32,
Extra team 22144,38.06,
Extra team 22145,24.92,
Extra team 22146,78.33,
Extra team 22147,58.85,
Extra team 22148,54.59,
Extra team 22149,59.69,
Extra team 22150,68.14,
Extra team 22151,88.4,
Extra team 22152,75.57,
Extra team 22153,43.94,
Extra team 22154,60.94,
Extra team 22155,98.67,
Extra team 22156,77.48,
Extra team 22157,96.42,
Extra team 22158,52.3,
Extra team 22159,72.94,
Extra team 22160,69.51,
Extra team 22161,42.64,
Extra team 22162,28.34,
Extra team 22163,90.22,
Extra team 22164,85.2,
Extra team 22165,20.05,
Extra team 22166,26.55,
Extra team 22167,29.41,
Extra team 22168,26.9,
Extra team 22169,24.46,
Extra team 22170,45.19,
Extra team 22171,21.5,
Extra team 22172,89.02,
Extra team 22173,77.29,
Extra team 22174,23.49,
Extra team 22175,33.18,
Extra team 22176,24.21,
Extra team 22177,24.25,
Extra team 22178,64.48,
Extra team 22179,12.6,
Extra team 22180,15.34,
Extra team 22181,86.81,
Extra team 22182,88.66,
Extra team 22183,9.52,
Extra team 22184,57.45,
Extra team 22185,4.73,
Extra team 22186,8.94,
Extra team 22187,42.06,
Extra team 22188,69.25,
Extra team 22189,7.49,
Extra team 22190,18.57,
Extra team 22191,33.93,
Extra team 22192,77.73,
Extra team 22193,41.98,
Extra team 22194,67,
Extra team 22195,95.1,
Extra team 22196,82.58,
Extra team 22197,57.96,
Extra team 22198,86.94,
Extra team 22199,42.95,
Extra team 22200,79.19,
Extra team 22201,93.66,
Extra team 22202,98.46,
Extra team 22203,78.18,
Extra team 22204,52.31,
Extra team 22205,54.3,
Extra team 22206,7.71,
Extra team 22207,24.91,
Extra team 22208,81.85,
Extra team 22209,36.09,
Extra team 22210,77.69,
Extra team 22211,30.36,
